5297280, 4947074, 4934696, 0.9293811390488803
8572032, 8928816, 8438820, 0.9312286388874543
2227680, 1757588, 1757588, 0.7889768728004022
11501824, 10645344, 10447056, 0.8929022217906973
1782272, 1615412, 1615412, 0.9063779266015513
121024, 118881, 113832, 0.9029054595353486
3166464, 2906715, 2906715, 0.91796875
1742784, 1252668, 1252668, 0.7187740993720392
2061696, 1892592, 1857544, 0.885918357224344
148869, 101660, 101660, 0.6828822656160786
8625664, 7993260, 7866210, 0.8987166723372888
1002848, 900240, 899775, 0.8968038887166816
2225664, 1681001, 1672727, 0.7487795095477136
9528000, 9140625, 9045318, 0.93993863024426
5456368, 3858420, 3858420, 0.7071407207138521
66640, 54405, 54171, 0.810045757693573
608000, 563118, 558684, 0.9122354408801602
1379404, 1233392, 1233392, 0.8941484873177111
14861952, 13406837, 13151496, 0.8699636899278197
5444608, 4982250, 4879539, 0.8796211286929776
